isssue_url,fixe_url,num_commits,num_changed_files,LOC,entropy,issue_comments,issue_collab,fix_comment,fix_collab,time_to_fix
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/5296,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/5296,7,53,1279,-3.973657791506265,8,5,8,3,556428.0
https://api.github.com/repos/open-mmlab/mmdetection3d/issues/117,https://api.github.com/repos/open-mmlab/mmdetection3d/pulls/120,1,2,153,-0.9997226475394072,2,1,1,0,137321.0
https://api.github.com/repos/scverse/scvi-tools/issues/1102,https://api.github.com/repos/scverse/scvi-tools/pulls/1103,12,48,1710,-2.7401473707842645,1,1,1,0,3056302.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/3673,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/3673,7,8,136,-1.918158560338905,5,4,5,1,79049.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/11108,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/11108,5,32,949,-2.97894722656971,2,2,2,2,24784.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/1801,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/1801,10,13,308,-2.9051309374761156,3,2,3,1,100584.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/3190,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/3190,1,1,29,0.0,1,1,1,0,10409.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/4141,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/4169,4,9,129,-2.0364748213422725,20,8,0,0,98057.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/4929,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/5678,4,4,87,-1.6096972693760225,5,5,1,3,907872.0
https://api.github.com/repos/DeepLabCut/DeepLabCut/issues/1652,https://api.github.com/repos/DeepLabCut/DeepLabCut/pulls/1652,4,4,24,-1.8250112108241772,6,4,6,0,524889.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/1126,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/1126,3,62,1765,-4.274940779280686,3,3,3,0,368389.0
https://api.github.com/repos/mozilla/DeepSpeech/issues/1615,https://api.github.com/repos/mozilla/DeepSpeech/pulls/1615,2,4,124,-1.8187421834086457,1,1,1,2,9583.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/9208,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/9702,15,386,23646,-6.03226405167455,5,4,5,3,6168659.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/3459,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/3459,1,2,9,-0.9182958340544896,1,1,1,0,31460.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/6364,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/6380,11,53,1033,-4.891109687926701,2,2,2,3,312981.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/866,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/866,14,39,1120,-4.087859520724046,4,3,4,3,471985.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/6481,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/6511,5,6,41,-1.9886859548370095,2,2,0,0,296041.0
https://api.github.com/repos/RasaHQ/rasa/issues/4789,https://api.github.com/repos/RasaHQ/rasa/pulls/4886,5,15,76,-3.225104215203181,4,3,1,0,1618294.0
https://api.github.com/repos/RasaHQ/rasa/issues/6861,https://api.github.com/repos/RasaHQ/rasa/pulls/6866,3,4,43,-1.599612254521452,5,4,4,2,10223325.0
https://api.github.com/repos/CorentinJ/Real-Time-Voice-Cloning/issues/729,https://api.github.com/repos/CorentinJ/Real-Time-Voice-Cloning/pulls/838,17,17,61,-3.5962066497503162,2,2,4,1,430907.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/3730,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/3819,18,22,196,-2.9719505475847856,6,2,2,2,330600.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/5512,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/5629,10,71,686,-5.055676957678387,15,8,1,3,1033966.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/10874,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/10899,15,130,3206,-5.996578316909434,3,3,1,3,1127622.0
https://api.github.com/repos/fetchai/agents-aea/issues/2508,https://api.github.com/repos/fetchai/agents-aea/pulls/2529,4,6,50,-2.052249225780082,0,0,1,2,1398992.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/10428,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/10428,5,9,110,-2.3763330695064258,0,0,0,2,16222.0
https://api.github.com/repos/RasaHQ/rasa/issues/4142,https://api.github.com/repos/RasaHQ/rasa/pulls/4157,3,3,17,-0.8343470230852539,3,3,0,2,148257.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/771,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/771,1,1,5,0.0,0,0,0,0,183195.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/2670,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/2657,16,19,266,-3.407617580392419,5,5,4,2,1082960.0
https://api.github.com/repos/RasaHQ/rasa/issues/5964,https://api.github.com/repos/RasaHQ/rasa/pulls/5767,13,364,39248,-2.8560943804264536,1,1,13,3,324539.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/1544,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/1544,1,3,47,-0.9892543351954426,11,6,11,1,258891.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/6814,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/6814,9,11,85,-2.6889119529492693,13,7,13,3,1919034.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/5007,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/8578,7,36,376,-4.4190971921419795,11,5,6,4,37127745.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/6898,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/6898,12,14,55,-3.28423118759531,1,1,1,1,59695.0
https://api.github.com/repos/idaholab/raven/issues/774,https://api.github.com/repos/idaholab/raven/pulls/774,3,9,171,-2.0522348978741607,9,2,9,2,12318.0
https://api.github.com/repos/RasaHQ/rasa/issues/4797,https://api.github.com/repos/RasaHQ/rasa/pulls/5301,2,4,75,-1.0317826942799244,17,13,0,0,23389524.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/6838,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/6838,2,2,12,-1.0,2,2,2,1,70810.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/2612,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/2776,21,39,545,-4.501232788325084,7,6,16,2,6102787.0
https://api.github.com/repos/snorkel-team/snorkel/issues/1439,https://api.github.com/repos/snorkel-team/snorkel/pulls/1445,5,15,59,-3.313154551794427,1,1,2,2,100156.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/799,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/799,1,1,3,0.0,6,3,6,0,295110.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/6654,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/6654,11,113,5207,-5.554533299371012,3,2,3,5,160459.0
https://api.github.com/repos/deepset-ai/haystack/issues/903,https://api.github.com/repos/deepset-ai/haystack/pulls/906,2,3,15,-1.103307408607834,4,2,2,0,7387.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/4385,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/8578,7,36,376,-4.4190971921419795,5,3,6,4,40730253.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/11158,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/11199,11,220,4002,-5.873357038682363,10,2,1,5,351548.0
https://api.github.com/repos/RasaHQ/rasa/issues/10606,https://api.github.com/repos/RasaHQ/rasa/pulls/10605,18,40,1295,-4.099293426235451,1,1,24,3,2223946.0
https://api.github.com/repos/RasaHQ/rasa/issues/10504,https://api.github.com/repos/RasaHQ/rasa/pulls/10689,22,312,4538,-6.788110119766052,4,3,12,3,4162746.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/6876,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/6877,10,15,76,-3.0951598047309066,1,1,7,3,78142.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/6091,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/6274,9,138,3049,-5.811288041564972,1,1,5,2,939367.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/2600,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/3501,2,4,19,-1.7399546474223628,3,3,4,0,5514039.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/427,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/1780,5,8,107,-2.0430048900172624,10,8,4,2,17783096.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/836,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/837,5,4,227,-1.237434631309151,2,2,5,2,175386.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/9582,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/9582,4,5,29,-1.506482739958237,1,1,1,1,414202.0
https://api.github.com/repos/RasaHQ/rasa/issues/7253,https://api.github.com/repos/RasaHQ/rasa/pulls/7288,9,32,2064,-2.6162375569705487,13,6,6,3,427106.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/7238,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/7238,16,338,10547,-6.845661433304365,1,1,1,2,1188690.0
https://api.github.com/repos/deepset-ai/haystack/issues/31,https://api.github.com/repos/deepset-ai/haystack/pulls/31,1,1,3,0.0,0,0,0,0,16702.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/4455,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/4455,4,53,1831,-3.7935483841379583,9,5,9,1,221819.0
https://api.github.com/repos/mozilla/bugbug/issues/60,https://api.github.com/repos/mozilla/bugbug/pulls/214,8,31,5680,-2.358589528347567,6,4,3,2,6051647.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/2014,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/2014,4,6,42,-1.5586909995840075,2,2,2,0,184364.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/4645,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/4685,5,16,306,-3.015625915666382,1,1,1,1,321052.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/10994,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/10994,2,4,70,-1.5987565875081504,0,0,0,2,529735.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/1425,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/1425,1,1,3,0.0,0,0,0,0,556.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/1479,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/2029,114,35,142,-4.295863410391206,4,4,3,5,4217593.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/8258,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/8258,3,3,45,-1.2309595631140104,1,1,1,1,255280.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/6941,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/6941,66,46,391,-4.791674031640567,4,3,4,7,310915.0
https://api.github.com/repos/open-mmlab/mmaction2/issues/275,https://api.github.com/repos/open-mmlab/mmaction2/pulls/278,2,8,50,-2.598239073360185,1,1,6,0,63126.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/2997,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/2997,33,41,410,-4.648337204552599,1,1,1,2,37232.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/7294,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/7294,12,165,4760,-6.191610850145103,2,2,2,2,15089.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/1430,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/1430,1,1,5,0.0,1,1,1,0,993.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/3000,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/3060,6,8,79,-2.2526286172535395,2,2,3,1,4251956.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/6824,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/7277,28,81,2349,-4.974454996435896,1,1,2,3,2426824.0
https://api.github.com/repos/snorkel-team/snorkel/issues/452,https://api.github.com/repos/snorkel-team/snorkel/pulls/452,1,1,2,0.0,1,1,1,0,430.0
https://api.github.com/repos/deepset-ai/haystack/issues/268,https://api.github.com/repos/deepset-ai/haystack/pulls/271,1,1,10,0.0,10,4,0,0,4895181.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/8172,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/8172,4,4,37,-1.3580269683063872,1,1,1,2,39496.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/5197,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/5198,4,7,46,-2.3092739746748308,1,1,7,0,112920.0
