isssue_url,fixe_url,num_commits,num_changed_files,LOC,entropy,issue_comments,issue_collab,fix_comment,fix_collab,time_to_fix
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/4598,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/4598,2,3,12,-1.4591479170272446,1,1,1,0,8302.0
https://api.github.com/repos/autorope/donkeycar/issues/876,https://api.github.com/repos/autorope/donkeycar/pulls/877,3,3,31,-1.1400457981819085,3,2,0,2,240586.0
https://api.github.com/repos/NTMC-Community/MatchZoo/issues/417,https://api.github.com/repos/NTMC-Community/MatchZoo/pulls/418,1,2,5,-0.9709505944546686,1,1,2,0,61818.0
https://api.github.com/repos/idaholab/raven/issues/1082,https://api.github.com/repos/idaholab/raven/pulls/1409,107,195,15926,-5.021313243424066,2,2,5,2,39363878.0
https://api.github.com/repos/DeepLabCut/DeepLabCut/issues/1260,https://api.github.com/repos/DeepLabCut/DeepLabCut/pulls/1270,4,19,617,-3.223548242561633,4,3,0,0,515938.0
https://api.github.com/repos/cms-sw/cmssw/issues/18636,https://api.github.com/repos/cms-sw/cmssw/pulls/18636,3,3,19,-1.5810309627563695,26,4,26,1,235654.0
https://api.github.com/repos/RasaHQ/rasa/issues/1564,https://api.github.com/repos/RasaHQ/rasa/pulls/1592,5,11,106,-2.4632548942891863,0,0,4,1,2760234.0
https://api.github.com/repos/cms-sw/cmssw/issues/36658,https://api.github.com/repos/cms-sw/cmssw/pulls/36658,2,27,272,-4.4981323199083425,9,4,9,2,133331.0
https://api.github.com/repos/broadinstitute/gatk/issues/3335,https://api.github.com/repos/broadinstitute/gatk/pulls/3335,1,1,8,0.0,2,2,2,0,136484.0
https://api.github.com/repos/cms-sw/cmssw/issues/23874,https://api.github.com/repos/cms-sw/cmssw/pulls/23874,1,1,8,0.0,17,6,17,0,680602.0
https://api.github.com/repos/microsoft/AirSim/issues/1516,https://api.github.com/repos/microsoft/AirSim/pulls/3757,5,9,108,-2.5209562588373067,7,4,1,2,82713028.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/1585,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/1585,19,21,77,-3.88333475582048,2,2,2,0,4132.0
https://api.github.com/repos/idaholab/raven/issues/1467,https://api.github.com/repos/idaholab/raven/pulls/1470,24,282,18228,-6.577422172112583,0,0,0,0,85015.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/2259,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/2259,1,1,15,0.0,0,0,0,0,14.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/10030,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/10030,4,14,95,-3.3354894313149934,2,2,2,0,13839.0
https://api.github.com/repos/broadinstitute/gatk/issues/3309,https://api.github.com/repos/broadinstitute/gatk/pulls/3347,1,6,112,-1.9340591554655837,0,0,1,2,503804.0
https://api.github.com/repos/microsoft/recommenders/issues/1616,https://api.github.com/repos/microsoft/recommenders/pulls/1617,10,29,3290,-3.306467000771444,1,1,5,2,21512.0
https://api.github.com/repos/RasaHQ/rasa/issues/4401,https://api.github.com/repos/RasaHQ/rasa/pulls/4413,7,90,1922,-4.6186730151801,6,4,4,0,652936.0
https://api.github.com/repos/RasaHQ/rasa/issues/6519,https://api.github.com/repos/RasaHQ/rasa/pulls/7647,8,227,11032,-5.529905228514966,9,6,5,2,777490.0
https://api.github.com/repos/broadinstitute/gatk/issues/3651,https://api.github.com/repos/broadinstitute/gatk/pulls/3652,1,1,1,0.0,2,2,2,0,584976.0
https://api.github.com/repos/cms-sw/cmssw/issues/36266,https://api.github.com/repos/cms-sw/cmssw/pulls/36266,1,2,42,-0.2761954276479391,8,4,8,0,144086.0
https://api.github.com/repos/cms-sw/cmssw/issues/21834,https://api.github.com/repos/cms-sw/cmssw/pulls/21834,3,26,467945,-2.5972377720070488,20,5,20,0,377867.0
https://api.github.com/repos/microsoft/recommenders/issues/1221,https://api.github.com/repos/microsoft/recommenders/pulls/1229,4,41,6423,-3.4899653798367782,4,2,0,0,971233.0
https://api.github.com/repos/broadinstitute/gatk/issues/6516,https://api.github.com/repos/broadinstitute/gatk/pulls/6583,1,3,32,-1.3649917740667208,6,6,2,0,14629460.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/10544,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/10544,3,3,10,-1.360964047443681,7,4,7,0,93194.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/6070,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/6070,20,37,405,-4.835713980668827,2,2,2,3,174562.0
https://api.github.com/repos/cms-sw/cmssw/issues/22125,https://api.github.com/repos/cms-sw/cmssw/pulls/22125,1,1,2,0.0,15,4,15,0,797207.0
https://api.github.com/repos/cms-sw/cmssw/issues/35089,https://api.github.com/repos/cms-sw/cmssw/pulls/35089,4,4,23,-1.8097238785956846,18,4,18,2,278402.0
https://api.github.com/repos/deepset-ai/haystack/issues/932,https://api.github.com/repos/deepset-ai/haystack/pulls/922,18,37,1484,-3.958600828086769,22,5,5,3,1467429.0
https://api.github.com/repos/broadinstitute/gatk/issues/1096,https://api.github.com/repos/broadinstitute/gatk/pulls/1097,1,3,92,-1.370235933851127,2,2,1,2,322057.0
https://api.github.com/repos/RasaHQ/rasa/issues/6897,https://api.github.com/repos/RasaHQ/rasa/pulls/6898,4,7,7,-2.2359263506290326,1,1,0,2,608100.0
https://api.github.com/repos/fetchai/agents-aea/issues/2172,https://api.github.com/repos/fetchai/agents-aea/pulls/2174,2,17,103,-2.9781555852567134,0,0,1,0,85148.0
https://api.github.com/repos/cms-sw/cmssw/issues/17796,https://api.github.com/repos/cms-sw/cmssw/pulls/17796,6,28,963,-2.7468577051869922,38,2,38,0,88492.0
https://api.github.com/repos/deepfakes/faceswap/issues/381,https://api.github.com/repos/deepfakes/faceswap/pulls/384,1,1,6,0.0,2,1,0,0,58711.0
https://api.github.com/repos/microsoft/recommenders/issues/1030,https://api.github.com/repos/microsoft/recommenders/pulls/1028,4,10,205,-2.9440756543882904,0,0,10,0,2369.0
https://api.github.com/repos/cms-sw/cmssw/issues/25978,https://api.github.com/repos/cms-sw/cmssw/pulls/25978,1,1,5,0.0,17,5,17,0,13208801.0
https://api.github.com/repos/cms-sw/cmssw/issues/35517,https://api.github.com/repos/cms-sw/cmssw/pulls/35517,1,5,75,-1.5203580762624058,18,4,18,0,51814.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/8789,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/8789,11,17,49,-3.9092479784969045,2,2,2,0,171463.0
https://api.github.com/repos/mozilla/DeepSpeech/issues/1022,https://api.github.com/repos/mozilla/DeepSpeech/pulls/1044,1,1,2,0.0,8,4,1,0,6521297.0
https://api.github.com/repos/cms-sw/cmssw/issues/36836,https://api.github.com/repos/cms-sw/cmssw/pulls/36836,1,1,44,0.0,9,5,9,0,332099.0
https://api.github.com/repos/deepset-ai/haystack/issues/446,https://api.github.com/repos/deepset-ai/haystack/pulls/480,5,5,96,-1.3974843115842845,11,4,5,2,1222877.0
https://api.github.com/repos/deepset-ai/haystack/issues/1880,https://api.github.com/repos/deepset-ai/haystack/pulls/1881,1,1,2,0.0,3,2,2,0,52300.0
https://api.github.com/repos/RasaHQ/rasa/issues/4674,https://api.github.com/repos/RasaHQ/rasa/pulls/4679,3,4,27,-1.6395862451836642,6,4,0,3,262594.0
https://api.github.com/repos/cms-sw/cmssw/issues/22863,https://api.github.com/repos/cms-sw/cmssw/pulls/22863,1,1,4,0.0,17,4,17,0,70027.0
https://api.github.com/repos/broadinstitute/gatk/issues/4945,https://api.github.com/repos/broadinstitute/gatk/pulls/4945,1,12,235,-3.288104441417512,1,1,1,2,55982.0
https://api.github.com/repos/snorkel-team/snorkel/issues/807,https://api.github.com/repos/snorkel-team/snorkel/pulls/846,2,2,4,-1.0,6,3,0,0,6935824.0
https://api.github.com/repos/fetchai/agents-aea/issues/1830,https://api.github.com/repos/fetchai/agents-aea/pulls/2248,6,39,482,-4.39867856823525,1,1,1,3,10324250.0
https://api.github.com/repos/broadinstitute/gatk/issues/3437,https://api.github.com/repos/broadinstitute/gatk/pulls/3539,1,2,23,-0.5586293734521992,9,3,2,0,2121717.0
https://api.github.com/repos/RasaHQ/rasa/issues/10570,https://api.github.com/repos/RasaHQ/rasa/pulls/10589,7,32,1051,-3.7486414527758414,0,0,2,3,1113365.0
https://api.github.com/repos/RasaHQ/rasa/issues/10230,https://api.github.com/repos/RasaHQ/rasa/pulls/10244,6,9,359,-2.4429881950542223,1,1,1,0,28040.0
https://api.github.com/repos/idaholab/raven/issues/1162,https://api.github.com/repos/idaholab/raven/pulls/1160,2,3,14,-1.2638091738835462,1,1,5,0,21515.0
https://api.github.com/repos/cms-sw/cmssw/issues/35132,https://api.github.com/repos/cms-sw/cmssw/pulls/35132,2,3,17,-1.2607717938967942,8,4,8,0,205082.0
https://api.github.com/repos/broadinstitute/gatk/issues/6475,https://api.github.com/repos/broadinstitute/gatk/pulls/7066,1,1,67,0.0,2,2,2,0,29856259.0
https://api.github.com/repos/broadinstitute/gatk/issues/816,https://api.github.com/repos/broadinstitute/gatk/pulls/825,1,2,44,-0.9256859869821299,1,1,3,0,322516.0
https://api.github.com/repos/broadinstitute/gatk/issues/4844,https://api.github.com/repos/broadinstitute/gatk/pulls/4844,2,4,8,-2.0,1,1,1,0,29274.0
https://api.github.com/repos/cms-sw/cmssw/issues/36341,https://api.github.com/repos/cms-sw/cmssw/pulls/36341,1,1,11,0.0,12,6,12,0,33916.0
https://api.github.com/repos/microsoft/recommenders/issues/1553,https://api.github.com/repos/microsoft/recommenders/pulls/1549,7,8,28,-2.8423709931771093,10,3,13,0,7906373.0
https://api.github.com/repos/cms-sw/cmssw/issues/31786,https://api.github.com/repos/cms-sw/cmssw/pulls/31786,1,1,13,0.0,13,4,13,0,24614.0
https://api.github.com/repos/broadinstitute/gatk/issues/5547,https://api.github.com/repos/samtools/htsjdk/pulls/1259,2,6,169,-1.6755767117284461,17,4,2,2,4004579.0
https://api.github.com/repos/idaholab/raven/issues/874,https://api.github.com/repos/idaholab/raven/pulls/875,3,3,8,-1.5,0,0,2,0,337240.0
https://api.github.com/repos/microsoft/AirSim/issues/3698,https://api.github.com/repos/microsoft/AirSim/pulls/3757,5,9,108,-2.5209562588373067,10,5,1,2,2858142.0
https://api.github.com/repos/speechbrain/speechbrain/issues/141,https://api.github.com/repos/speechbrain/speechbrain/pulls/141,3,19,675,-3.611386305247865,1,1,1,0,18983.0
https://api.github.com/repos/RasaHQ/rasa/issues/8223,https://api.github.com/repos/RasaHQ/rasa/pulls/8239,10,19,128,-3.2417966194397647,7,3,1,2,1022699.0
https://api.github.com/repos/broadinstitute/gatk/issues/6406,https://api.github.com/repos/broadinstitute/gatk/pulls/6406,9,32,48496,-2.2783878097039807,23,2,23,2,1248031.0
https://api.github.com/repos/cms-sw/cmssw/issues/20263,https://api.github.com/repos/cms-sw/cmssw/pulls/20263,1,2,6,-0.6500224216483541,18,5,18,0,3394556.0
https://api.github.com/repos/RasaHQ/rasa/issues/10743,https://api.github.com/repos/RasaHQ/rasa/pulls/10783,3,5,88,-1.5181272484326667,3,3,0,2,665044.0
https://api.github.com/repos/broadinstitute/gatk/issues/4330,https://api.github.com/repos/broadinstitute/gatk/pulls/4330,1,24,7146,-2.747434966459151,2,2,2,2,3978907.0
https://api.github.com/repos/RasaHQ/rasa/issues/10428,https://api.github.com/repos/RasaHQ/rasa/pulls/10428,5,16,190,-3.2813489854041578,16,5,16,1,506629.0
https://api.github.com/repos/broadinstitute/gatk/issues/243,https://api.github.com/repos/broadinstitute/gatk/pulls/787,1,3,139,-1.3535111273559481,8,5,3,1,14652239.0
https://api.github.com/repos/RasaHQ/rasa/issues/3670,https://api.github.com/repos/RasaHQ/rasa/pulls/3688,6,17,165,-3.5212630662497744,3,3,0,0,524634.0
https://api.github.com/repos/broadinstitute/gatk/issues/5130,https://api.github.com/repos/broadinstitute/gatk/pulls/5151,3,7,39,-2.5005506855327075,10,4,0,0,1230942.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/11167,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/11167,1,1,4,0.0,0,0,0,0,11679.0
https://api.github.com/repos/cms-sw/cmssw/issues/35894,https://api.github.com/repos/cms-sw/cmssw/pulls/35894,1,2,6,-1.0,10,4,10,0,316298.0
https://api.github.com/repos/cms-sw/cmssw/issues/24500,https://api.github.com/repos/cms-sw/cmssw/pulls/24500,1,2,8,-1.0,16,5,16,0,25660.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/5002,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/5002,18,65,465,-5.414936478402412,2,2,2,0,142966.0
https://api.github.com/repos/cms-sw/cmssw/issues/30078,https://api.github.com/repos/cms-sw/cmssw/pulls/30078,2,2,11,-0.6840384356390417,10,4,10,0,104756.0
https://api.github.com/repos/PyTorchLightning/pytorch-lightning/issues/12009,https://api.github.com/repos/PyTorchLightning/pytorch-lightning/pulls/12010,3,3,4,-1.5,2,2,0,2,18623.0
